"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 08 19:03:50 CET 2024","Thu Feb 08 19:03:53 CET 2024","2520","test_cases","test_english","","","","Test open the Website ",""
